#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -          F1646_NODE_4295_length_946_cov_11.244669_1 -              0.021    5.5  17.3     0.029    5.0  17.3   1.2   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta -          F1646_NODE_4295_length_946_cov_11.244669_1 -              0.021    5.6   8.1     0.026    5.3   8.1   1.1   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.521.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.521.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/c5/12041b5838ec673ed18dc881fbb63c
# Date:            Thu Jul 21 16:23:29 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta -          F1278_NODE_554_length_2398_cov_1.866411_1 -            0.00068   10.2   0.1     0.001    9.6   0.1   1.2   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1278_NODE_651_length_2301_cov_2.962155_2 -              0.017    5.8  13.9     0.026    5.1  13.9   1.4   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1278_NODE_651_length_2301_cov_2.962155_2 -                0.3    1.8  19.1      0.45    1.2  19.1   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -          F1278_NODE_651_length_2301_cov_2.962155_2 -               0.53    0.8  13.4      0.84    0.2  13.4   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta -          F1278_NODE_659_length_2293_cov_10.359696_3 -               0.57    0.4  18.4       1.2   -0.6  18.4   1.4   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -          F1278_NODE_705_length_2250_cov_3.159909_1 -                1.4   -0.3  22.9     0.058    4.3  14.6   2.1   2   0   0   2   2   2   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1278_NODE_857_length_2125_cov_4.244928_1 -                4.2   -2.2  30.2     0.058    4.0   6.2   2.2   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta       -          F1278_NODE_1077_length_1969_cov_5.039185_4 -              0.019    5.8  13.1     0.023    5.5  13.1   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -          F1278_NODE_1077_length_1969_cov_5.039185_4 -               0.25    1.9  12.2      0.32    1.6  12.2   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1278_NODE_1077_length_1969_cov_5.039185_4 -                2.1   -1.1  14.1       2.8   -1.6  14.1   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -          F1278_NODE_1504_length_1741_cov_5.261566_3 -              0.015    6.1  20.9     0.017    5.9  20.9   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -          F1278_NODE_1546_length_1721_cov_4.606843_3 -               0.78    0.5  25.6       0.2    2.5  20.8   1.9   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta      -          F1278_NODE_1565_length_1716_cov_3.900662_3 -             0.0092    6.5  63.2   0.00042   11.0  45.3   2.0   2   0   0   2   2   2   2 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta  -          F1278_NODE_1565_length_1716_cov_3.900662_3 -                0.5    1.1  75.5     0.019    5.8  56.0   2.0   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta -          F1278_NODE_1565_length_1716_cov_3.900662_3 -                5.5   -2.9  45.6       0.2    1.8  34.5   2.0   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -          F1278_NODE_1601_length_1702_cov_4.743777_1 -               0.13    2.9  15.8      0.21    2.2  15.8   1.4   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.197.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.197.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/c7/887d077895ff43d06116a28e6ff4b6
# Date:            Thu Jul 21 16:23:19 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -          F1528_NODE_279_length_3195_cov_12.464968_1 -              0.094    3.3  15.7      0.15    2.7  15.7   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta -          F1528_NODE_4710_length_1109_cov_2.400380_1 -            0.00015   13.0   0.0   0.00016   12.9   0.0   1.0   1   0   0   1   1   1   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta   -          F1528_NODE_4710_length_1109_cov_2.400380_1 -            0.00032   11.5   0.0   0.00041   11.1   0.0   1.1   1   0   0   1   1   1   1 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.395.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.395.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/70/e50d88dd1e606e7ce728eb15bec4d1
# Date:            Thu Jul 21 16:23:30 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta   -          F1186_NODE_1005_length_2261_cov_3.746600_3 -              0.012    6.3  40.8   0.00012   12.9  18.3   2.2   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -          F1186_NODE_1059_length_2216_cov_12.539565_1 -              0.013    6.1  18.3     0.019    5.6  18.3   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1186_NODE_1059_length_2216_cov_12.539565_1 -               0.18    2.4  18.8      0.26    1.9  18.8   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta -          F1186_NODE_1136_length_2162_cov_1.942572_1 -            3.7e-05   14.6   0.1     5e-05   14.1   0.1   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -          F1186_NODE_1346_length_2038_cov_2.939486_1 -                8.9   -3.2  50.2      0.19    2.3   2.5   2.1   2   0   0   2   2   2   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -          F1186_NODE_1371_length_2028_cov_1.628485_2 -               0.56    1.0  13.9      0.12    3.1   9.9   1.7   1   1   1   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta -          F1186_NODE_1632_length_1905_cov_3.647568_1 -              0.067    3.9  37.4      0.09    3.5  37.4   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta       -          F1186_NODE_1636_length_1904_cov_16.832342_6 -             0.0014    9.0  78.8    0.0017    8.8  78.8   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -          F1186_NODE_1636_length_1904_cov_16.832342_6 -              0.011    6.4  82.9     0.013    6.1  82.9   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta        -          F1186_NODE_1636_length_1904_cov_16.832342_6 -              0.028    5.2  81.5     0.036    4.8  81.5   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta         -          F1186_NODE_1636_length_1904_cov_16.832342_6 -               0.03    5.4  69.0     0.053    4.6  69.0   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta        -          F1186_NODE_1636_length_1904_cov_16.832342_6 -              0.037    4.6  67.4     0.047    4.3  67.4   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta          -          F1186_NODE_1636_length_1904_cov_16.832342_6 -                2.3   -1.4  63.3       3.3   -1.9  63.3   1.2   1   0   0   1   1   1   0 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta    -          F1186_NODE_1702_length_1879_cov_1.657895_2 -            0.00033   11.6   0.1   0.00061   10.7   0.1   1.4   1   0   0   1   1   1   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta -          F1186_NODE_1702_length_1879_cov_1.657895_2 -            0.00044   10.8   0.1   0.00063   10.3   0.1   1.2   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta     -          F1186_NODE_1774_length_1848_cov_11.860569_3 -               0.09    3.4  19.7      0.12    2.9  19.7   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta       -          F1186_NODE_1774_length_1848_cov_11.860569_3 -               0.14    2.6  17.9       0.2    2.1  17.9   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta  -          F1186_NODE_1774_length_1848_cov_11.860569_3 -                2.1   -1.5  20.7         3   -2.1  20.7   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta -          F1186_NODE_1774_length_1848_cov_11.860569_3 -                3.5   -2.0  24.0       4.9   -2.5  24.0   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -          F1186_NODE_1865_length_1810_cov_11.108832_1 -                4.8   -2.1  24.3     0.065    4.1   8.1   2.1   1   1   1   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -          F1186_NODE_1866_length_1810_cov_2.777208_2 -            7.3e-05   13.6   1.3    0.0018    9.0   0.0   2.1   2   0   0   2   2   2   2 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1186_NODE_1884_length_1802_cov_1.614768_2 -               0.19    2.3  22.6      0.26    1.9  22.6   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta           -          F1186_NODE_1884_length_1802_cov_1.614768_2 -                3.3   -1.6  22.7       4.6   -2.1  22.7   1.1   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.130.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.130.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/9d/6919dae76cb4f85b51aff970582517
# Date:            Thu Jul 21 16:23:15 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -          F1207_NODE_10465_length_732_cov_5.063516_2 -                1.3   -0.5  50.2       1.5   -0.7  50.2   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -          F1207_NODE_10465_length_732_cov_5.063516_2 -                5.9   -2.6  56.6         7   -2.8  56.6   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -          F1207_NODE_10828_length_714_cov_1.259484_1 -               0.15    2.9  24.8      0.18    2.6  24.8   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta -          F1207_NODE_12432_length_637_cov_1.529210_1 -              4e-05   14.7   0.1   4.5e-05   14.5   0.1   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -          F1209_NODE_29_length_4286_cov_16.286930_5 -                  4   -2.0  14.8       0.3    1.7   4.5   2.4   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1209_NODE_497_length_2191_cov_16.940075_1 -               0.48    1.0  18.6      0.71    0.4  18.6   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -          F1209_NODE_497_length_2191_cov_16.940075_1 -                1.3   -0.4  20.3       1.9   -1.0  20.3   1.1   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.184.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.184.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/76/541fb34a168183baee644515b9b238
# Date:            Thu Jul 21 16:23:25 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1547_NODE_422_length_2521_cov_2.049067_1 -               0.76    0.4  19.2       1.5   -0.5  19.2   1.6   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta -          F1547_NODE_787_length_2077_cov_2.020277_1 -               0.54    0.8  37.7      0.62    0.6  37.7   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta -          F1547_NODE_787_length_2077_cov_2.020277_3 -               0.69    0.4  66.9      0.79    0.2  66.9   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -          F1547_NODE_787_length_2077_cov_2.020277_3 -                2.7   -1.3  55.8       3.2   -1.5  55.8   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta  -          F1547_NODE_787_length_2077_cov_2.020277_3 -                3.9   -1.6  64.0       6.4   -2.3  64.0   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -          F1547_NODE_1179_length_1812_cov_1.644280_1 -                1.2   -0.3  25.5       1.7   -0.8  25.5   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta -          F1547_NODE_3612_length_1060_cov_1.578109_1 -             0.0037    8.1  35.5   0.00098   10.0  32.7   1.3   1   1   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta    -          F1547_NODE_3612_length_1060_cov_1.578109_1 -               0.09    3.3  24.5      0.14    2.6  24.5   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -          F1547_NODE_4595_length_925_cov_5.935632_1 -                0.4    1.4  25.8      0.51    1.1  25.8   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta    -          F1547_NODE_4595_length_925_cov_5.935632_1 -                6.1   -2.8  33.0       5.8   -2.7  31.6   1.4   1   1   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Mindivirales.0.4.fasta -          F1547_NODE_5496_length_828_cov_1.655886_1 -              0.021    5.7   9.9     0.026    5.4   9.9   1.0   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.415.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.415.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/b9/9d35b4c2b07b0487ccd2a88a72d80c
# Date:            Thu Jul 21 16:23:31 2022
# [ok]
#                                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                               accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
