#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta           -            849 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   2.6e-17   54.6   2.1   1   1   9.2e-18   4.8e-17   53.7   2.1   355   515   299   458   281   473 0.81 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta  -           1028 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   5.7e-17   53.7   8.0   1   2   1.1e-17   5.7e-17   53.7   8.0   427   639   265   477   206   483 0.77 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta  -           1028 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   5.7e-17   53.7   8.0   2   2       8.7        46   -5.5   8.1   176   197   599   620   459   708 0.42 -
ALL_FINAL_RdRp_cores_0.3.clstr_1170.Palmdb.0.4.fasta -            480 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   7.4e-16   49.8   4.4   1   3   1.4e-16   7.4e-16   49.8   4.4   186   363   311   478   308   489 0.83 -
ALL_FINAL_RdRp_cores_0.3.clstr_1170.Palmdb.0.4.fasta -            480 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   7.4e-16   49.8   4.4   2   3       2.6        14   -3.9   0.0   379   423   611   655   607   691 0.64 -
ALL_FINAL_RdRp_cores_0.3.clstr_1170.Palmdb.0.4.fasta -            480 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   7.4e-16   49.8   4.4   3   3       1.1       5.6   -2.6   0.1   382   449   707   776   703   799 0.62 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta         -           1216 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   5.5e-15   47.0   8.9   1   2   1.1e-15   5.5e-15   47.0   8.9   525   710   301   488   296   501 0.84 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta         -           1216 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   5.5e-15   47.0   8.9   2   2       5.1        27   -4.8  11.1    91   287   480   663   466   724 0.41 -
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta -            503 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   5.9e-09   26.9   3.0   1   3   1.1e-09   5.9e-09   26.9   3.0   184   301   311   428   308   439 0.76 -
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta -            503 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   5.9e-09   26.9   3.0   2   3      0.13      0.68    0.3   0.1   332   361   439   467   429   484 0.74 -
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta -            503 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   5.9e-09   26.9   3.0   3   3      0.07      0.37    1.2   0.1   386   495   608   716   586   722 0.87 -
ALL_FINAL_RdRp_cores_0.3.clstr_1260.Palmdb.0.4.fasta -            460 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   3.5e-07   21.2   0.0   1   1     1e-07   5.5e-07   20.5   0.0   257   312   411   468   325   500 0.87 -
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta         -            942 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   3.3e-06   18.0   2.6   1   3   0.00068    0.0035    8.0   0.1   417   485   295   356   290   357 0.76 -
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta         -            942 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   3.3e-06   18.0   2.6   2   3   6.3e-07   3.3e-06   18.0   2.6   534   611   408   488   405   496 0.95 -
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta         -            942 F1559_NODE_15_length_3431_cov_895.395438_2 -            885   3.3e-06   18.0   2.6   3   3       0.6       3.1   -1.7   1.0   344   387   650   687   564   697 0.67 -
Permutotetraviridae.ALL_RdRp_Palmdb_0.4.fasta        -            552 F1559_NODE_15_length_3431_cov_895.395438_2 -            885     2e-05   14.9   0.1   1   1     9e-06   4.7e-05   13.7   0.1   236   349   333   444   322   471 0.88 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -            665 F1559_NODE_15_length_3431_cov_895.395438_2 -            885    0.0016    9.2   2.8   1   2   0.00037     0.002    9.0   0.6   271   425   280   453   276   458 0.66 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -            665 F1559_NODE_15_length_3431_cov_895.395438_2 -            885    0.0016    9.2   2.8   2   2      0.31       1.6   -0.7   0.1   508   594   517   656   476   764 0.46 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta        -           1049 F1559_NODE_16_length_3429_cov_142.246888_1 -           1129   8.5e-45  145.9   1.9   1   1   1.9e-45   2.7e-44  144.2   2.1    90   773   144   790    91   813 0.70 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -            665 F1559_NODE_16_length_3429_cov_142.246888_1 -           1129   5.8e-28   90.1   0.3   1   1   8.9e-29   1.2e-27   89.0   0.3    92   597   224   856   192   937 0.64 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -            460 F1559_NODE_16_length_3429_cov_142.246888_1 -           1129   5.8e-06   17.2   0.1   1   1   7.3e-07     1e-05   16.4   0.1    24   126   321   422   288   430 0.82 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -            998 F1559_NODE_16_length_3429_cov_142.246888_1 -           1129   1.5e-05   15.9   0.1   1   1   2.9e-06   3.9e-05   14.5   0.1   233   424   330   567    91   568 0.71 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -            628 F1559_NODE_16_length_3429_cov_142.246888_1 -           1129   0.00012   13.1   0.1   1   1   1.3e-05   0.00018   12.6   0.1   136   247   324   421   195   425 0.71 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta        -           1049 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   1.2e-70  231.3   0.4   1   1   1.7e-71   1.5e-70  231.0   0.4   135   704   209   760   195   851 0.75 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -            665 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   1.6e-47  154.7   1.2   1   1   2.4e-48     2e-47  154.3   1.2    88   580   149   794   108   932 0.68 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -            998 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   7.9e-10   30.0   0.0   1   1   1.2e-10     1e-09   29.6   0.0   265   429   388   555   276   624 0.81 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -            460 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   8.7e-09   26.5   0.0   1   1   2.3e-09   1.9e-08   25.4   0.0   101   294   394   590   242   603 0.83 -
ALL_FINAL_RdRp_cores_0.3.clstr_1028.Palmdb.0.4.fasta -            475 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   7.7e-08   23.8   0.0   1   2   3.9e-08   3.4e-07   21.7   0.0   122   280   403   572   382   593 0.86 -
ALL_FINAL_RdRp_cores_0.3.clstr_1028.Palmdb.0.4.fasta -            475 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   7.7e-08   23.8   0.0   2   2      0.31       2.7   -1.0   0.0   403   439   715   751   708   774 0.72 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -            709 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   8.6e-07   20.1   0.4   1   2      0.94         8   -2.9   0.1    75   149   188   261   135   276 0.58 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -            709 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   8.6e-07   20.1   0.4   2   2   1.2e-06   1.1e-05   16.5   0.0   231   383   399   562   388   588 0.83 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta  -            559 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   1.4e-05   16.0   0.4   1   3      0.51       4.3   -2.1   0.1   394   411   167   184   144   187 0.65 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta  -            559 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   1.4e-05   16.0   0.4   2   3   1.9e-05   0.00016   12.5   0.0    95   198   372   488   333   497 0.82 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta  -            559 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   1.4e-05   16.0   0.4   3   3      0.11      0.94    0.1   0.1   409   424   734   749   722   766 0.83 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta         -            978 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   2.8e-05   15.2   0.2   1   2   6.6e-06   5.6e-05   14.2   0.0   328   433   385   499   273   512 0.81 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta         -            978 F1559_NODE_20_length_3169_cov_114.399807_1 -            985   2.8e-05   15.2   0.2   2   2       1.4        12   -3.4   0.1   625   653   714   755   671   904 0.48 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.428.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.428.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/b5/13cf990d6357fee6438e5e8974f4a9
# Date:            Thu Jul 21 16:23:27 2022
# [ok]
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -            959 F1116_NODE_690_length_1697_cov_5.006699_4 -            563       1.2   -0.1  26.6   1   2   0.00038     0.026    5.4   8.1   724   873   121   268    77   324 0.64 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -            959 F1116_NODE_690_length_1697_cov_5.006699_4 -            563       1.2   -0.1  26.6   2   2     0.012      0.83    0.4  10.5   728   809   472   553   414   562 0.50 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta        -           1049 F1117_NODE_14_length_2164_cov_4.907539_2 -            721     2e-82  270.2   0.0   1   1   3.8e-83   2.6e-82  269.8   0.0   353   761    53   495     7   539 0.83 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -            665 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   8.3e-52  168.8   0.3   1   1   1.6e-52   1.1e-51  168.5   0.3   246   597    54   574    11   648 0.65 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -            998 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   8.9e-18   56.3   0.0   1   1   1.9e-18   1.3e-17   55.8   0.0   344   497   137   308    75   656 0.88 -
ALL_FINAL_RdRp_cores_0.3.clstr_1028.Palmdb.0.4.fasta -            475 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   3.8e-15   47.9   0.0   1   1   9.7e-16   6.6e-15   47.1   0.0   119   317    66   283    40   287 0.86 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta  -            542 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   4.2e-10   31.2   0.0   1   2   7.5e-10   5.1e-09   27.6   0.0   165   317    76   245    36   292 0.83 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta  -            542 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   4.2e-10   31.2   0.0   2   2     0.078      0.53    1.1   0.0   480   504   432   457   411   493 0.81 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -            460 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   1.4e-08   25.8   0.0   1   2     6e-09   4.1e-08   24.3   0.0   167   337   136   307    37   326 0.81 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -            460 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   1.4e-08   25.8   0.0   2   2       1.2       8.1   -3.0   0.1   407   418   433   444   426   450 0.85 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -            628 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   2.8e-06   18.5   0.0   1   2     9e-06   6.1e-05   14.1   0.0   239   416    77   262    36   264 0.80 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -            628 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   2.8e-06   18.5   0.0   2   2     0.035      0.24    2.2   0.0   533   551   431   449   419   497 0.83 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta         -            978 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   4.3e-06   17.9   0.1   1   1   1.1e-06   7.8e-06   17.0   0.1   405   434   138   167   123   175 0.85 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -            709 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   4.5e-06   17.8   0.2   1   1   9.2e-07   6.2e-06   17.3   0.2   297   376   139   237   128   243 0.87 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -            839 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   1.4e-05   16.0   0.5   1   2   1.4e-05   9.4e-05   13.2   0.0   332   437    77   180    51   199 0.82 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -            839 F1117_NODE_14_length_2164_cov_4.907539_2 -            721   1.4e-05   16.0   0.5   2   2     0.089      0.61    0.6   0.1   676   694   432   450   427   452 0.90 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta -            665 F1117_NODE_157_length_971_cov_3.489083_1 -            323   2.2e-08   25.4   0.2   1   1     4e-10   2.7e-08   25.0   0.2    58   234   117   299    70   319 0.64 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.83.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.83.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/1f/452adfc238f0876bf9df34447afece
# Date:            Thu Jul 21 16:23:13 2022
# [ok]
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Milneviricetes.0.4.fasta -            712 F1543_NODE_8522_length_776_cov_0.850208_1 -            258   0.00034   11.3   0.1   1   1   1.4e-05   0.00046   10.9   0.1   408   457    95   146    76   152 0.83 -
Negarnaviricota.ALL_RdRp_Palmdb_0.4.fasta     -            765 F1543_NODE_8522_length_776_cov_0.850208_1 -            258    0.0004   11.0   0.3   1   1   1.6e-05   0.00053   10.6   0.3   376   453    77   145    77   150 0.89 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -            636 F1545_NODE_388_length_3078_cov_7.216672_3 -            976         2   -0.9  20.7   1   1      0.11       3.7   -1.8  20.7   124   233    56   167    42   199 0.40 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1545_NODE_388_length_3078_cov_7.216672_3 -            976       5.8   -2.6  15.7   1   1      0.28       9.4   -3.3  15.7     9   122    52   165    44   188 0.32 -
Negarnaviricota.ALL_RdRp_Palmdb_0.4.fasta -            765 F1545_NODE_613_length_2701_cov_2.069539_2 -            678   5.1e-06   17.2   0.2   1   1   1.6e-07   1.1e-05   16.1   0.2   397   452   241   292   225   316 0.90 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.411.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.411.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/b3/94ac83471a7433f222cb1346c86778
# Date:            Thu Jul 21 16:23:28 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Levivirales.0.4.fasta              -            889 F1365_NODE_3942_length_971_cov_1.784934_3 -            315   3.2e-05   15.0   9.6   1   1   7.7e-06   3.7e-05   14.8   9.6   802   881   128   196    31   203 0.45 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta               -            856 F1365_NODE_3942_length_971_cov_1.784934_3 -            315   0.00035   11.3   9.7   1   1   8.4e-05   0.00041   11.0   9.7   783   843   134   194    53   205 0.55 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta             -            921 F1365_NODE_3942_length_971_cov_1.784934_3 -            315    0.0032    8.6  15.0   1   1   0.00079    0.0038    8.4  15.0    12    67   139   194    74   209 0.45 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta            -            978 F1365_NODE_3942_length_971_cov_1.784934_3 -            315    0.0043    7.9  14.6   1   1    0.0011    0.0053    7.6  14.6   921   975   139   193    65   205 0.38 -
