vir_group	vir_sp_seq_ID_v2	phylo_virus_species	contig_ID	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
Solemoviridae	Colokingly_virus_F1527C217F1381	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1381_detect_F1381_round2_F1381_round3_frame1_1	C217	F1527	F1381	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1382	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1382_detect_F1382_round2_F1382_round3_frame1_1	C217	F1527	F1382	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1527	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1527_detect_F1527_round2_F1527_round3_frame1_1	C217	F1527	F1527	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1534	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1534_detect_F1534_round2_F1534_round3_frame1_1	C217	F1527	F1534	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Nodaviridae	Easynal_virus_F1383C255F1375	Easynal_virus	F1383_NODE_255_length_2513_cov_3.562246	F1383_NODE_255_length_2513_cov_3.562246_F1383_MapVerif_F1375_detect_F1375_round2_F1375_round3_frame3_1	C255	F1383	F1375	phylogenetically unresolved, RdRp similarity: ~30% aa. RNA-2 (capsid) yet to be reconstructed for proper species demarcation.	https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/nodaviridae - RNA-2 (capsid) is considered for species classification. 80% nt and 87% aa similarity for same species. For now I will offer new name for this virus, however, RNA2 will have to be reconstructed in these samples to confirm that this is indeed a separate species.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Kitrinoviricota	16	22	Armigeres
Nodaviridae	Easynal_virus_F1383C255F1383	Easynal_virus	F1383_NODE_255_length_2513_cov_3.562246	F1383_NODE_255_length_2513_cov_3.562246_F1383_MapVerif_F1383_detect_F1383_round2_F1383_round3_frame3_1	C255	F1383	F1383	phylogenetically unresolved, RdRp similarity: ~30% aa. RNA-2 (capsid) yet to be reconstructed for proper species demarcation.	https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/nodaviridae - RNA-2 (capsid) is considered for species classification. 80% nt and 87% aa similarity for same species. For now I will offer new name for this virus, however, RNA2 will have to be reconstructed in these samples to confirm that this is indeed a separate species.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Kitrinoviricota	16	22	Armigeres
Rhabdoviridae	Arindly_virus_F1098C3F1087	Arindly_virus	F1098_NODE_3_length_12183_cov_705.053183	F1098_NODE_3_length_12183_cov_705.053183_F1087_detect_F1087_round2_F1087_round3_frame3_1	C3	F1098	F1087	phylogenetically related, not high enough RdRp aa similarity ~72.3%	All samples are clearly Armigeres subalbatus, so I can name directly after the host species	Armigeres_subalbatus_rhabdovirus	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(-)ssRNA	non-segmented	Monjiviricetes	21	22	Armigeres
Rhabdoviridae	Arindly_virus_F1098C3F1090	Arindly_virus	F1098_NODE_3_length_12183_cov_705.053183	F1098_NODE_3_length_12183_cov_705.053183_F1090_detect_F1090_round2_F1090_round3_frame1_1	C3	F1098	F1090	phylogenetically related, not high enough RdRp aa similarity ~72.3%	All samples are clearly Armigeres subalbatus, so I can name directly after the host species	Armigeres_subalbatus_rhabdovirus	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(-)ssRNA	non-segmented	Monjiviricetes	21	22	Armigeres
Rhabdoviridae	Arindly_virus_F1098C3F1095	Arindly_virus	F1098_NODE_3_length_12183_cov_705.053183	F1098_NODE_3_length_12183_cov_705.053183_F1095_detect_F1095_round2_F1095_round3_frame3_1	C3	F1098	F1095	phylogenetically related, not high enough RdRp aa similarity ~72.3%	All samples are clearly Armigeres subalbatus, so I can name directly after the host species	Armigeres_subalbatus_rhabdovirus	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(-)ssRNA	non-segmented	Monjiviricetes	21	22	Armigeres
Rhabdoviridae	Arindly_virus_F1098C3F1098	Arindly_virus	F1098_NODE_3_length_12183_cov_705.053183	F1098_NODE_3_length_12183_cov_705.053183_F1098_detect_F1098_round2_F1098_round3_frame3_1	C3	F1098	F1098	phylogenetically related, not high enough RdRp aa similarity ~72.3%	All samples are clearly Armigeres subalbatus, so I can name directly after the host species	Armigeres_subalbatus_rhabdovirus	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(-)ssRNA	non-segmented	Monjiviricetes	21	22	Armigeres
Rhabdoviridae	Arindly_virus_F1098C3F1099	Arindly_virus	F1098_NODE_3_length_12183_cov_705.053183	F1098_NODE_3_length_12183_cov_705.053183_F1099_detect_F1099_round2_F1099_round3_frame1_1	C3	F1098	F1099	phylogenetically related, not high enough RdRp aa similarity ~72.3%	All samples are clearly Armigeres subalbatus, so I can name directly after the host species	Armigeres_subalbatus_rhabdovirus	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(-)ssRNA	non-segmented	Monjiviricetes	21	22	Armigeres
Rhabdoviridae	Arindly_virus_F1098C3F1219	Arindly_virus	F1098_NODE_3_length_12183_cov_705.053183	F1098_NODE_3_length_12183_cov_705.053183_F1219_detect_F1219_round2_F1219_round3_frame1_1	C3	F1098	F1219	phylogenetically related, not high enough RdRp aa similarity ~72.3%	All samples are clearly Armigeres subalbatus, so I can name directly after the host species	Armigeres_subalbatus_rhabdovirus	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(-)ssRNA	non-segmented	Monjiviricetes	21	22	Armigeres
Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_14_F1182C14F1182	Erysiphe_necator_associated_ourmia_like_virus_14	F1182_NODE_14_length_2324_cov_40.641692	F1182_NODE_14_length_2324_cov_40.641692_F1182_round2_F1182_detect_F1182_round2_F1182_round3_frame1_1	C14	F1182	F1182	phylogenetically related, high RdRp aa similarity ~73-74%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes caecus	misannotated	Aedes thailandensis	_	cluster23	(+)ssRNA	non-segmented	Lenarviricota	19	23	Aedes
Totiviridae	Adsentalan_virus_F1186C10F1186	Adsentalan_virus	F1186_NODE_10_length_7325_cov_98.964924	F1186_NODE_10_length_7325_cov_98.964924_F1186_MapVerif_F1186_detect_F1186_round2_F1186_round3_frame1_2	C10	F1186	F1186	proposed novel species, phylogenetically related to other mosquito totiviruses, ~50% RdRp aa similarity to closest relative species	_	Aedes_caecus_toti_like_virus	Aedes caecus	correct	Aedes caecus	_	cluster24	dsRNA	segmented	Chrymotiviricetes	2	24	Aedes
Reoviridae	Eshizing_virus_F1187C97F1187	Eshizing_virus	F1187_NODE_97_length_3950_cov_14.483184	F1187_NODE_97_length_3950_cov_14.483184_F1187_MapVerif_F1187_detect_F1187_round2_F1187_round3_frame2_1	C97	F1187	F1187	phylogenetically related, not high enough RdRp similarity: ~38% aa	_	NA	Aedes caecus	correct	Aedes caecus	_	cluster24	dsRNA	segmented	Resentoviricetes	3	24	Aedes
Narnaviridae	Aedes_angustivittatus_narnavirus _F1172C107F1172	Aedes_angustivittatus_narnavirus	F1172_NODE_107_length_2728_cov_139.118593	F1172_NODE_107_length_2728_cov_139.118593_F1172_MapVerif_F1172_detect_F1172_round2_F1172_round3_frame2_1	C107	F1172	F1172	phylogenetically related, high RdRp similarity up to ~66% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Aedes caecus	correct	Aedes caecus	_	cluster24	(+)ssRNA	non-segmented	Lenarviricota	17	24	Aedes
Totiviridae	Aedes_aegypti_toti_like_virus_F1063C6F1002	Aedes_aegypti_toti_like_virus	F1063_NODE_6_length_7436_cov_58.881317	F1063_NODE_6_length_7436_cov_58.881317_F1063_MapVerif_F1002_detect_F1002_round2_F1002_round3_frame1_1	C6	F1063	F1002	phylogenetically related, high RdRp aa similarity	_	Aedes_aegypti_toti_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Chrymotiviricetes	2	26	Aedes
Totiviridae	Aedes_aegypti_toti_like_virus_F1063C6F1063	Aedes_aegypti_toti_like_virus	F1063_NODE_6_length_7436_cov_58.881317	F1063_NODE_6_length_7436_cov_58.881317_F1063_MapVerif_F1063_detect_F1063_round2_F1063_round3_frame1_1	C6	F1063	F1063	phylogenetically related, high RdRp aa similarity	_	Aedes_aegypti_toti_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Chrymotiviricetes	2	26	Aedes
Totiviridae	Aedes_aegypti_totivirus_F1506C12C58C205F1506	Aedes_aegypti_totivirus	F1506_NODEs_12_58_205	F1506_NODEs_12_58_205_F1506_MapVerif_F1506_detect_F1506_round2_corrected_frame2_2	C12C58C205	F1506	F1506	phylogenetically related, high RdRp aa similarity	_	Aedes_aegypti_totivirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Chrymotiviricetes	2	26	Aedes
Partitiviridae	Aedes_partiti_like_virus_1_F1001C2217F1001	Aedes_partiti_like_virus_1	F1001_NODE_2217_length_1552_cov_1570.360721	F1001_NODE_2217_length_1552_cov_1570.360721_F1001_MapVerif_F1001_detect_F1001_round2_F1001_round3_frame1_1	C2217	F1001	F1001	phylogenetically related, high RdRp aa similarity ~100%	_	Aedes_partiti_like_virus_1	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
Partitiviridae	Buquota_virus_F1339C2128F1339	Buquota_virus	F1339_NODE_2128_length_1366_cov_2.616323	F1339_NODE_2128_length_1366_cov_2.616323_F1339_MapVerif_F1339_detect_F1339_round2_F1339_round3_frame3_1	C2128	F1339	F1339	phylogenetically related, not high enough RdRp aa similarity ~65%	_	Aedes_aegypti_associated_partiti_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
Partitiviridae	Verdadero_virus_F1086C860F1062	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1062_detect_F1062_round2_F1062_round3_frame3_1	C860	F1086	F1062	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
Partitiviridae	Verdadero_virus_F1086C860F1064	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1064_detect_F1064_round2_F1064_round3_frame3_1	C860	F1086	F1064	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
Partitiviridae	Verdadero_virus_F1086C860F1065	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1065_detect_F1065_round2_F1065_round3_frame3_1	C860	F1086	F1065	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
Partitiviridae	Verdadero_virus_F1086C860F1086	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1086_detect_F1086_round2_F1086_round3_frame3_1	C860	F1086	F1086	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
Partitiviridae	Verdadero_virus_F1086C860F1506	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1506_detect_F1506_round2_F1506_round3_frame3_1	C860	F1086	F1506	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
Dicistroviridae	Furrupy_virus_F1429C9F1002	Furrupy_virus	F1429_NODE_9_length_6621_cov_210.512641	F1429_NODE_9_length_6621_cov_210.512641_F1429_MapVerif_F1002_detect_F1002_round2_F1002_round3_frame1_1	C9	F1429	F1002	phylogenetically related, not high enough RdRp similarity: ~56% aa	_	NA	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Pisuviricota	7	26	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1339	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1339_detect_F1339_round2_F1339_round3_frame3_1	C31	F1517	F1339	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Pisuviricota	8	26	Aedes
Flaviviridae	Cell_fusing_agent_virus_F1335C10F1058	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1058_detect_F1058_r2_frame3	C10	F1335	F1058	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
Flaviviridae	Cell_fusing_agent_virus_F1335C10F1059	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1059_detect_F1059_r2_orf_corrected_frame3	C10	F1335	F1059	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
Flaviviridae	Cell_fusing_agent_virus_F1335C10F1061	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1061_detect_F1061_r2_frame3	C10	F1335	F1061	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
Flaviviridae	Cell_fusing_agent_virus_F1335C10F1065	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1065_detect_F1065_r2_orf_corrected_frame3	C10	F1335	F1065	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
Flaviviridae	Cell_fusing_agent_virus_F1335C10F1068	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1068_detect_F1068_r2_frame3	C10	F1335	F1068	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
Flaviviridae	Cell_fusing_agent_virus_F1335C10F1084	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1084_detect_F1084_r2_frame3	C10	F1335	F1084	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
Flaviviridae	Cell_fusing_agent_virus_F1335C10F1335	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1335_detect_F1335_r2_frame3	C10	F1335	F1335	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
Tombusviridae	Gatopsed_virus_F1339C266F1339	Gatopsed_virus	F1339_NODE_266_length_3313_cov_7.505832	F1339_NODE_266_length_3313_cov_7.505832_F1339_MapVerif_F1339_detect_F1339_round2_F1339_round3_frame1_1	C266	F1339	F1339	phylogenetically related, not high enough RdRp similarity: ~43% aa to Riboviria sp. QDH86440.1	Less than 85% sequence identity in the CP (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/277/tombusviridae). Needs to be verified on CP dataset.	NA	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	15	26	Aedes
Mitoviridae	Doession_virus_F1339C545F1339	Doession_virus	F1339_NODE_545_length_2516_cov_6.107680	F1339_NODE_545_length_2516_cov_6.107680_F1339_detect_F1339_detect_F1339_round2_F1339_round3_frame1_1	C545	F1339	F1339	phylogenetically related, not high enough RdRp similarity: ~56% aa	using similar threshold to Botourmiaviridae 70%. Also, this seems like actually a Botpourmiaviridae, because of the phylogenetic placement. The closest relative Aspergillus_fumigatus_mitovirus_1 is perhaps just misclassified by mistake. The solution would be to combine Botourmia/Narna/Mitoviridae with Levi as outgroup.	NA	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Lenarviricota	18	26	Aedes
Xinmoviridae	Aedes_anphevirus_F1058C3F1058	Aedes_anphevirus	F1058_NODE_3_length_12924_cov_213.147486	F1058_NODE_3_length_12924_cov_213.147486_F1058_MapVerif_F1058_detect_F1058_round2_frame2_1	C3	F1058	F1058	phylogenetically related, high RdRp aa similarity ~97%, high genome nt similarity ~90%	this name was used instead of Aedes aegypti anphevirus, because it was the first proposed name https://doi.org/10.1128/JVI.00224-18	Aedes_anphevirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	non-segmented	Monjiviricetes	22	26	Aedes
Xinmoviridae	Aedes_anphevirus_F1058C3F1059	Aedes_anphevirus	F1058_NODE_3_length_12924_cov_213.147486	F1058_NODE_3_length_12924_cov_213.147486_F1058_MapVerif_F1059_detect_F1059_round2_frame3_1	C3	F1058	F1059	phylogenetically related, high RdRp aa similarity ~97%, high genome nt similarity ~90%	this name was used instead of Aedes aegypti anphevirus, because it was the first proposed name https://doi.org/10.1128/JVI.00224-18	Aedes_anphevirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	non-segmented	Monjiviricetes	22	26	Aedes
Xinmoviridae	Aedes_anphevirus_F1058C3F1060	Aedes_anphevirus	F1058_NODE_3_length_12924_cov_213.147486	F1058_NODE_3_length_12924_cov_213.147486_F1058_MapVerif_F1060_detect_F1060_round2_frame3_1	C3	F1058	F1060	phylogenetically related, high RdRp aa similarity ~97%, high genome nt similarity ~90%	this name was used instead of Aedes aegypti anphevirus, because it was the first proposed name https://doi.org/10.1128/JVI.00224-18	Aedes_anphevirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	non-segmented	Monjiviricetes	22	26	Aedes
Xinmoviridae	Aedes_anphevirus_F1058C3F1061	Aedes_anphevirus	F1058_NODE_3_length_12924_cov_213.147486	F1058_NODE_3_length_12924_cov_213.147486_F1058_MapVerif_F1061_detect_F1061_round2_frame3_1	C3	F1058	F1061	phylogenetically related, high RdRp aa similarity ~97%, high genome nt similarity ~90%	this name was used instead of Aedes aegypti anphevirus, because it was the first proposed name https://doi.org/10.1128/JVI.00224-18	Aedes_anphevirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	non-segmented	Monjiviricetes	22	26	Aedes
Xinmoviridae	Aedes_anphevirus_F1058C3F1062	Aedes_anphevirus	F1058_NODE_3_length_12924_cov_213.147486	F1058_NODE_3_length_12924_cov_213.147486_F1058_MapVerif_F1062_detect_F1062_round2_frame3_1	C3	F1058	F1062	phylogenetically related, high RdRp aa similarity ~97%, high genome nt similarity ~90%	this name was used instead of Aedes aegypti anphevirus, because it was the first proposed name https://doi.org/10.1128/JVI.00224-18	Aedes_anphevirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	non-segmented	Monjiviricetes	22	26	Aedes
Xinmoviridae	Aedes_anphevirus_F1058C3F1067	Aedes_anphevirus	F1058_NODE_3_length_12924_cov_213.147486	F1058_NODE_3_length_12924_cov_213.147486_F1058_MapVerif_F1067_detect_F1067_round2_frame3_1	C3	F1058	F1067	phylogenetically related, high RdRp aa similarity ~97%, high genome nt similarity ~90%	this name was used instead of Aedes aegypti anphevirus, because it was the first proposed name https://doi.org/10.1128/JVI.00224-18	Aedes_anphevirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	non-segmented	Monjiviricetes	22	26	Aedes
Xinmoviridae	Aedes_anphevirus_F1058C3F1068	Aedes_anphevirus	F1058_NODE_3_length_12924_cov_213.147486	F1058_NODE_3_length_12924_cov_213.147486_F1058_MapVerif_F1068_detect_F1068_round2_frame3_1	C3	F1058	F1068	phylogenetically related, high RdRp aa similarity ~97%, high genome nt similarity ~90%	this name was used instead of Aedes aegypti anphevirus, because it was the first proposed name https://doi.org/10.1128/JVI.00224-18	Aedes_anphevirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	non-segmented	Monjiviricetes	22	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1001	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1001_detect_F1001_round2_frame2	C31	F1339	F1001	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1002	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1002_detect_F1002_round2_frame2	C31	F1339	F1002	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1058	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1058_detect_F1058_round2_frame2	C31	F1339	F1058	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1059	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1059_2xCovDetect_F1059_2xCovRound2_correctORF_frame2	C31	F1339	F1059	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1060	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1060_detect_F1060_round2_frame2	C31	F1339	F1060	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1061	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1061_detect_F1061_round2_frame2	C31	F1339	F1061	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1062	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1062_detect_F1062_round2_frame2	C31	F1339	F1062	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1063	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1063_detect_F1063_round2_frame2	C31	F1339	F1063	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
