orf_id	contig_id	contig_set	target	orf_start	orf_end	orf_sense	orf_len	sseqid_be	slen_be	pident_be	length_be	rdrp_scan_vir_group	BestHit_phylum	BestHit_class	BestHit_order	BestHit_family	BestHit_genus	BestHit_species	BestHit_pident	suggested_vir_sp	vir_group	vir_sp_seq_ID_v2	phylo_virus_species	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1542	2960	FORWARD	1418	QOI91441.1	441	99.8	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	99.8	Guangzhou_sobemo_like_virus	Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1071	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1071_detect_F1071_round2_F1071_round3_frame3_1	C31	F1517	F1071	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1542	2960	FORWARD	1418	QOI91441.1	441	99.8	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	99.8	Guangzhou_sobemo_like_virus	Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1078	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1078_detect_F1078_round2_F1078_round3_frame3_1	C31	F1517	F1078	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1542	2960	FORWARD	1418	QOI91441.1	441	99.8	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	99.8	Guangzhou_sobemo_like_virus	Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1083	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1083_detect_F1083_round2_F1083_round3_frame3_1	C31	F1517	F1083	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1542	2960	FORWARD	1418	QOI91441.1	441	99.8	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	99.8	Guangzhou_sobemo_like_virus	Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1171	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1171_detect_F1171_round2_F1171_round3_frame3_1	C31	F1517	F1171	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1542	2960	FORWARD	1418	QOI91441.1	441	99.8	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	99.8	Guangzhou_sobemo_like_virus	Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1351	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1351_detect_F1351_round2_F1351_round3_frame3_1	C31	F1517	F1351	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1542	2960	FORWARD	1418	QOI91441.1	441	99.8	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	99.8	Guangzhou_sobemo_like_virus	Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1352	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1352_detect_F1352_round2_F1352_round3_frame3_1	C31	F1517	F1352	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1542	2960	FORWARD	1418	QOI91441.1	441	99.8	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	99.8	Guangzhou_sobemo_like_virus	Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1517	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1517_detect_F1517_round2_F1517_round3_frame3_1	C31	F1517	F1517	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1542	2960	FORWARD	1418	QOI91441.1	441	99.8	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	99.8	Guangzhou_sobemo_like_virus	Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1073	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1073_detect_F1073_round2_F1073_round3_frame3_1	C31	F1517	F1073	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	could not be analyzed	NA	SKA did not work for these samples	unconfirmed	(+)ssRNA	non-segmented	Pisuviricota	8	100	NA
F1552_NODE_18_length_3190_cov_494.525040_1	F1552_NODE_18_length_3190_cov_494.525040	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	28	3159	FORWARD	3131	UTS51900.1	869	32.4	888	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Narnaviridae sp.	32.4	F1552_NODE_18_length_3190_cov_494.525040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1147_NODE_1_length_11305_cov_1652.532000_1	F1147_NODE_1_length_11305_cov_1652.532000	N	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	3	7895	FORWARD	7892	YP_009553255.1	2520	69.7	2607	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Culex pipiens-associated Tunisia virus	69.7	F1147_NODE_1_length_11305_cov_1652.532000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1183_NODE_376_length_1516_cov_4.340862_1	F1183_NODE_376_length_1516_cov_4.340862	N	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	2	1516	FORWARD	1514	AJT39583.1	1044	60.7	504	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	60.7	F1183_NODE_376_length_1516_cov_4.340862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1360_NODE_4105_length_1606_cov_2.191489_1	F1360_NODE_4105_length_1606_cov_2.191489	N	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1604	234	REVERSE	1370	UDL14417.1	541	56.4	456	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Partitiviridae sp.	56.4	F1360_NODE_4105_length_1606_cov_2.191489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1042	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1042_detect_F1042_round2_F1042_round3_frame2_1	C1	F1429	F1042	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	mixed, only 2 samples	Culex sp quinquefasciatus or sinensis	close to another sample (sinensis), cannot assign to any cluster	cluster7	(-)ssRNA	non-segmented	Monjiviricetes	21	7	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1040	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1040_detect_F1040_round2_F1040_round3_frame2_1	C1	F1429	F1040	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1112	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1112_detect_F1112_round2_F1112_round3_frame2_1	C1	F1429	F1112	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1113	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1113_detect_F1113_round2_F1113_round3_frame2_1	C1	F1429	F1113	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1114	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1114_detect_F1114_round2_F1114_round3_frame1_1	C1	F1429	F1114	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1115	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1115_detect_F1115_round2_F1115_round3_frame2_1	C1	F1429	F1115	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1118	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1118_detect_F1118_round2_F1118_round3_frame2_1	C1	F1429	F1118	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1119	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1119_detect_F1119_round2_F1119_round3_frame3_1	C1	F1429	F1119	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1120	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1120_detect_F1120_round2_F1120_round3_frame3_1	C1	F1429	F1120	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1121	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1121_detect_F1121_round2_F1121_round3_frame2_1	C1	F1429	F1121	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1123	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1123_detect_F1123_round2_F1123_round3_frame3_1	C1	F1429	F1123	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1124	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1124_detect_F1124_round2_F1124_round3_frame2_1	C1	F1429	F1124	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1125	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1125_detect_F1125_round2_F1125_round3_frame2_1	C1	F1429	F1125	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1126	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1126_detect_F1126_round2_F1126_round3_frame2_1	C1	F1429	F1126	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1419	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1419_detect_F1419_round2_F1419_round3_frame2_1	C1	F1429	F1419	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7250	375	REVERSE	6875	QEM39120.1	2290	99.7	2290	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	99.7	Grenada_mosquito_rhabdovirus_1	Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1420	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_F1420_detect_F1420_round2_F1420_round3_frame2_1	C1	F1429	F1420	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
