nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
KT033406	KT033406_Tobacco_rattle_virus	KT033406_Tobacco_rattle_virus	NA	NA	NA	NA	NA	6740	Tobacco rattle virus isolate SHM segment RNA1, partial sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT033407	KT033407_Tobacco_rattle_virus	KT033407_Tobacco_rattle_virus	NA	NA	NA	NA	NA	6270	Tobacco rattle virus isolate ByKt(Bav) segment RNA1, partial sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT734612	KT734612_Tobacco_rattle_virus	KT734612_Tobacco_rattle_virus	Solanum tuberosum	Solanum	Germany	Germany: North Eastern region	NA	6732	Tobacco rattle virus isolate Mirow, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT225274	KT225274_Colombian_potato_soil-borne_virus	KT225274_Colombian_potato_soil-borne_virus	Nicotiana benthamiana	Nicotiana	Colombia	Colombia	2010	6061	Colombian potato soil-borne virus isolate IS13 segment RNA1 putative replicase (ORF2) and polymerase (ORF1) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR857349	KR857349_Potato_mop-top_virus	KR857349_Potato_mop-top_virus	Solanum tuberosum	Solanum	Colombia	Colombia: La Union	2010	6041	Potato mop-top virus isolate CO1 segment RNA1 rep protein 2 and rep protein 1 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR857352	KR857352_Potato_mop-top_virus	KR857352_Potato_mop-top_virus	Solanum tuberosum	Solanum	Colombia	Colombia: Sta Rosa de Osos	2010	6041	Potato mop-top virus isolate CO2 segment RNA1 rep protein 2 and rep protein 1 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR857358	KR857358_Potato_mop-top_virus	KR857358_Potato_mop-top_virus	Solanum tuberosum	Solanum	Colombia	Colombia: Tunja	2010	6041	Potato mop-top virus isolate CO4 segment RNA1 rep protein 2 and rep protein 1 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR857361	KR857361_Potato_mop-top_virus	KR857361_Potato_mop-top_virus	Solanum tuberosum	Solanum	Colombia	Colombia: La Union	2010	6041	Potato mop-top virus isolate CO5 segment RNA1 rep protein 2 and rep protein 1 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB935183	AB935183_Negev_virus	AB935183_Negev_virus	NA	NA	Portugal	Portugal:the south of Portugal	NA	9545	Negev virus genes for hypothetical protein, complete cds, isolate: #730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC011533	LC011533_Negev_virus	LC011533_Negev_virus	Ochlerotatus caspius	Ochlerotatus	Portugal	Portugal	2009	2315	Negev virus gene for RNA polymerase, partial cds, strain: 183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC011534	LC011534_Negev_virus	LC011534_Negev_virus	Culex pipiens	Culex	Portugal	Portugal	2009	2296	Negev virus gene for RNA polymerase, partial cds, strain: 204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP420026	KP420026_Potato_mop-top_virus	KP420026_Potato_mop-top_virus	Solanum tuberosum	Solanum	USA	USA	NA	6042	Potato mop-top virus isolate WA-Washington RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ826365	KJ826365_Tobacco_rattle_virus	KJ826365_Tobacco_rattle_virus	Nicotiana benthamiana	Nicotiana	Germany	Germany: central	2013	6746	Tobacco rattle virus strain HaB segment RNA 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ174518	KJ174518_Grapevine_leafroll-associated_virus_3	KJ174518_Grapevine_leafroll-associated_virus_3	NA	NA	NA	NA	NA	18498	Grapevine leafroll-associated virus 3, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB923924	AB923924_Persimmon_virus_B	AB923924_Persimmon_virus_B	Diospyros virginiana	Diospyros	Japan	Japan	NA	18569	Persimmon virus B genomic RNA, complete genome, variant 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG917400	HG917400_Plum_bark_necrosis_stem_pitting-associated_virus	HG917400_Plum_bark_necrosis_stem_pitting-associated_virus	NA	NA	NA	NA	NA	14207	Plum bark necrosis stem pitting-associated virus polyprotein gene, isolate VC1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF007211	KF007211_Blueberry_virus_A	KF007211_Blueberry_virus_A	Vaccinium corymbosum	Vaccinium	Canada	Canada	2010	17872	Blueberry virus A isolate Brandner 2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC626783	KC626783_Citrus_leprosis_virus_C2	KC626783_Citrus_leprosis_virus_C2	Hibiscus	Hibiscus	USA	USA	2011	8725	Citrus leprosis virus cytoplasmic type 2 isolate hibiscus segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ675605	JQ675605_Negev_virus	JQ675605_Negev_virus	Anopheles coustani	Anopheles	Israel	Israel	1983	9536	Negev virus strain EO-329 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ675608	JQ675608_Negev_virus	JQ675608_Negev_virus	Culex coronator	Culex	USA	USA: Harris Co., TX	2008	9538	Negev virus strain M30957 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ675609	JQ675609_Negev_virus	JQ675609_Negev_virus	Culex quinquefasciatus	Culex	USA	USA: Harris Co., TX	2008	9532	Negev virus strain M33056 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ675610	JQ675610_Loreto_virus	JQ675610_Loreto_virus	Anopheles albimanus	Anopheles	Peru	Peru	1983	9011	Loreto virus strain 3940-83 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ675612	JQ675612_Loreto_virus	JQ675612_Loreto_virus	Lutzomyia	Lutzomyia	Peru	Peru	1977	9011	Loreto virus strain Pe AR 2617/77 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ686833	JQ686833_Ngewotan_negevirus	JQ686833_Ngewotan_negevirus	Culex vishnui	Culex	Indonesia	Indonesia	1981	9226	Ngewotan negevirus isolate JKT9982, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF807914	JF807914_Passion_fruit_mosaic_virus	JF807914_Passion_fruit_mosaic_virus	Passiflora incarnata	Passiflora	USA	USA	2005	6674	Passion fruit mosaic virus-TGP isolate 05TGP00580 putative RNA replicase gene, partial cds; and putative cysteine-rich protein, putative movement protein, and putative coat protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ586803	AJ586803_Tobacco_rattle_virus	AJ586803_Tobacco_rattle_virus	NA	NA	Netherlands	Netherlands	NA	6617	Tobacco rattle virus Hel gene, Rep gene, P1a gene and P1b gene and 3' UTR, genomic RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AF406990	AF406990_Tobacco_rattle_virus	AF406990_Tobacco_rattle_virus	NA	NA	NA	NA	NA	6791	Tobacco rattle virus segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AF314165	AF314165_Tobacco_rattle_virus	AF314165_Tobacco_rattle_virus	NA	NA	NA	NA	NA	6791	Tobacco rattle virus strain ppK20 segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ252189	AJ252189_Zucchini_green_mottle_mosaic_virus	AJ252189_Zucchini_green_mottle_mosaic_virus	NA	NA	South Korea	South Korea	NA	6513	Zucchini green mottle mosaic virus complete genome, genomic RNA, strain ZT-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U83332	U83332_Peanut_stunt_virus	U83332_Peanut_stunt_virus	Phaseolus vulgaris	Phaseolus	NA	NA	NA	2942	Peanut stunt virus putative RNA dependent RNA polymerase (2a) and putative movement protein (2b) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AF034622	AF034622_Tobacco_rattle_virus	AF034622_Tobacco_rattle_virus	NA	NA	NA	NA	NA	6790	Tobacco rattle virus RNA polymerase, 29 kDa protein, and 16 kDa protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U17726	U17726_Citrus_leaf_rugose_virus	U17726_Citrus_leaf_rugose_virus	Citrus	Citrus	NA	NA	NA	2990	Citrus leaf rugose virus RNA-2, polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1003	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1003	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2378	F1004	F1003	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1004	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1004	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2378	F1004	F1004	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1005	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1005	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2378	F1004	F1005	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1009	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1009	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2378	F1004	F1009	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1013	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1013	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2378	F1004	F1013	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1014	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1014	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2378	F1004	F1014	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1016	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1016	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2378	F1004	F1016	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1017	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1017	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2378	F1004	F1017	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1076	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1076	Aedes albopictus	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C2378	F1004	F1076	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1079	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1079	Aedes albopictus	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C2378	F1004	F1079	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1083	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1083	Aedes albopictus	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C2378	F1004	F1083	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1161	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1161	Aedes albopictus	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C2378	F1004	F1161	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1165	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1165	Aedes albopictus	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C2378	F1004	F1165	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1168	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1168	Aedes albopictus	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C2378	F1004	F1168	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1341	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1341	Aedes albopictus	Aedes	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C2378	F1004	F1341	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1352	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1352	Aedes albopictus	Aedes	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C2378	F1004	F1352	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1508	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1508	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1508	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1509	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1509	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1509	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1511	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1511	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1511	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1513	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1513	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1513	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1514	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1514	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1514	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1517	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1517	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1517	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1518	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1518	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1518	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1519	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1519	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1519	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1520	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1520	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1520	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1521	Aedes_aegypti_virga_like_virus_subsp1_F1004C2378F1521	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C2378	F1004	F1521	F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1006	Aedes_binegev_like_virus_2_subsp1_F1015C34F1006	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C34	F1015	F1006	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1013	Aedes_binegev_like_virus_2_subsp1_F1015C34F1013	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C34	F1015	F1013	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1014	Aedes_binegev_like_virus_2_subsp1_F1015C34F1014	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C34	F1015	F1014	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1015	Aedes_binegev_like_virus_2_subsp1_F1015C34F1015	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C34	F1015	F1015	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1074	Aedes_binegev_like_virus_2_subsp1_F1015C34F1074	Aedes albopictus	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C34	F1015	F1074	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1194	Aedes_binegev_like_virus_2_subsp1_F1015C34F1194	Aedes sp albopictus or gardneri	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C34	F1015	F1194	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1191; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1343	Aedes_binegev_like_virus_2_subsp1_F1015C34F1343	Aedes albopictus	Aedes	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C34	F1015	F1343	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1508	Aedes_binegev_like_virus_2_subsp1_F1015C34F1508	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C34	F1015	F1508	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp1_F1015C34F1516	Aedes_binegev_like_virus_2_subsp1_F1015C34F1516	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C34	F1015	F1516	F1015_NODE_34_length_4438_cov_44.128451_2	F1015_NODE_34_length_4438_cov_44.128451	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Saljeroized_virus_F1018C1F1018	Saljeroized_virus_F1018C1F1018	Anopheles peditaeniatus	Anopheles	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1018	F1018	F1018_NODE_1_length_14998_cov_54.605501_1	F1018_NODE_1_length_14998_cov_54.605501	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1
NA	Simimissemian_virus_F1038C1F1038	Simimissemian_virus_F1038C1F1038	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1038	F1038	F1038_NODE_1_length_11101_cov_60.073149_1	F1038_NODE_1_length_11101_cov_60.073149	Culex gelidus	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13
NA	Simimissemian_virus_F1038C1F1271	Simimissemian_virus_F1038C1F1271	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Pursat	2019	NA	NA	C1	F1038	F1271	F1038_NODE_1_length_11101_cov_60.073149_1	F1038_NODE_1_length_11101_cov_60.073149	Culex gelidus	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13
NA	Simimissemian_virus_F1038C1F1306	Simimissemian_virus_F1038C1F1306	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Pursat	2019	NA	NA	C1	F1038	F1306	F1038_NODE_1_length_11101_cov_60.073149_1	F1038_NODE_1_length_11101_cov_60.073149	Culex sinensis	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13
NA	Culex_pipiens_associated_Tunisia_virus_F1041C1F1041	Culex_pipiens_associated_Tunisia_virus_F1041C1F1041	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1041	F1041	F1041_NODE_1_length_10955_cov_49.590092_1	F1041_NODE_1_length_10955_cov_49.590092	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Culex_pipiens_associated_Tunisia_virus_F1041C1F1570	Culex_pipiens_associated_Tunisia_virus_F1041C1F1570	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1041	F1570	F1041_NODE_1_length_10955_cov_49.590092_1	F1041_NODE_1_length_10955_cov_49.590092	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Gracties_virus_F1049C1F1049	Gracties_virus_F1049C1F1049	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1049	F1049	F1049_NODE_1_length_14446_cov_22.084775_3	F1049_NODE_1_length_14446_cov_22.084775	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14
NA	Gracties_virus_F1049C1F1049	Gracties_virus_F1049C1F1049	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1049	F1049	F1049_NODE_1_length_14446_cov_22.084775_3	F1049_NODE_1_length_14446_cov_22.084775	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14
NA	Gracties_virus_F1049C1F1608	Gracties_virus_F1049C1F1608	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1049	F1608	F1049_NODE_1_length_14446_cov_22.084775_3	F1049_NODE_1_length_14446_cov_22.084775	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14
NA	Gracties_virus_F1049C1F1608	Gracties_virus_F1049C1F1608	Culex sp gelidus or sinensis or vishnui.g	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1049	F1608	F1049_NODE_1_length_14446_cov_22.084775_3	F1049_NODE_1_length_14446_cov_22.084775	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14
NA	Aedes_aegypti_virga_like_virus_subsp2_F1061C159F1058	Aedes_aegypti_virga_like_virus_subsp2_F1061C159F1058	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C159	F1061	F1058	F1061_NODE_159_length_4490_cov_42.580383_2	F1061_NODE_159_length_4490_cov_42.580383	Aedes aegypti	correct	Aedes aegypti	_	cluster26
